text,label
"Comprehensive studies on the psychological effects of climate change on communities, find 7 papers published after 2020 from JSTOR",Other
"Detailed analyses of the relationship between poverty and crime rates, retrieve 5 papers, no year restriction from Google Scholar",Other
"Explore the implications of blockchain technology in supply chain management, please find 8 papers, published after 2019 from JSTOR",Other
"I need 10 papers analyzing urban planning strategies for sustainable development, no year restriction from Google Scholar",Other
"Research on the ethical implications of artificial intelligence in business practices, retrieve 6 papers, published after 2021 from JSTOR",Other
"I need to retrieve 10 papers on inclusive education practices, with no year restrictions, from Google Scholar",Education
"Please find 10 papers on the impact of family engagement in education, preferably published after 2019 from PubMed",Education
"Investigate the benefits of project-based learning in primary education, looking for 10 papers with no year restrictions, crawl from Google Scholar",Education
"I would like to gather 10 papers on the role of technology in enhancing student engagement in higher education, published between 2015 and 2022, from IEEE Xplore",Education
"Find 10 papers on the challenges of remote learning during the COVID-19 pandemic, focusing on K-12 education, with no specific year restrictions, from ERIC",Education
"Please retrieve 10 papers discussing social emotional learning (SEL) programs in schools, published since 2020, from Google Scholar",Education
"I need 10 papers exploring effective strategies for teaching STEM subjects to underrepresented groups in secondary schools, published in the last 5 years, from PubMed",Education
"Please find 10 papers that analyze the impact of school leadership on teacher effectiveness, with no year restrictions, from Google Scholar",Education
"Investigate the effects of music education on cognitive development in children, looking for 10 papers published after 2018, from JSTOR",Education
"I would like to retrieve 10 papers focusing on addressing students' mental health issues within school settings, with no year restrictions,crawl from Google Scholar",Education
"Please retrieve 10 papers on natural language processing techniques, no year restriction, from Google Scholar",Computer_Science
"Research on programming languages and their paradigms, find 10 papers published after 2018 from IEEE Xplore",Computer_Science
"I need to find 10 papers on algorithms for big data processing, no year restriction, from ACM Digital Library",Computer_Science
"Comprehensive analysis of neural networks in image classification, find 10 papers published in the last 2 years from arXiv",Computer_Science
"Explore the impact of cloud computing on business efficiency, find 7 papers published after 2021 from SpringerLink",Computer_Science
"Please gather 10 papers on cybersecurity threats and mitigation strategies, no year restriction, from ScienceDirect",Computer_Science
"Investigate advancements in quantum computing and their applications, find 10 papers published in the last year from Google Scholar",Computer_Science
"Research on user experience design in software applications, find 5 papers published after 2019 from IEEE Xplore",Computer_Science
"Detailed overview of the Internet of Things (IoT) and smart cities, find 10 papers published since 2020 from Wiley Online Library",Computer_Science
"Examine the role of artificial intelligence in healthcare, find 8 papers published in the last 3 years from PubMed",Computer_Science
"I need 10 papers on hypertension management from PubMed, no year restriction",Medicine
